ID,Date,Product,Price,Quantity,Total
S583,2/9/2021,Product A,64.42,1,64.42
S584,13/8/2019,Product C,97.28,10,972.8
S585,17/9/2020,Product D,56.02,7,392.14
S586,17/6/2019,Product D,20.16,1,20.16
S587,16/3/2021,Product A,88.49,3,265.47
S588,5/9/2019,Product C,37.37,6,224.22
S589,5/8/2019,Product C,49.36,3,148.08
S590,25/10/2022,Product C,46.74,10,467.4
S591,12/9/2021,Product B,67.6,2,135.2
S592,6/12/2022,Product B,88.46,3,265.38
S593,14/6/2022,Product B,92.56,8,740.48
S594,23/5/2020,Product B,66.82,2,133.64
S595,20/8/2022,Product D,56.68,3,170.04
S596,6/11/2020,Product D,33.75,4,135
S597,17/12/2021,Product D,96.21,3,288.63
S598,28/3/2019,Product B,83.92,5,419.6
S599,5/8/2022,Product A,98.13,3,294.39
S600,7/10/2020,Product A,93.94,6,563.64
S601,1/10/2019,Product D,45.62,7,319.34
S602,8/7/2022,Product D,74.9,2,149.8
S603,7/5/2022,Product A,96.74,8,773.92
S604,5/8/2021,Product A,11.88,2,23.76
S605,23/6/2022,Product A,24.47,3,73.41
S606,7/3/2022,Product C,64.87,4,259.48
S607,25/5/2022,Product D,81.91,6,491.46
S608,5/3/2021,Product A,81.18,5,405.9
S609,5/10/2022,Product C,74.69,3,224.07
S610,17/12/2020,Product A,91.25,6,547.5
S611,8/12/2020,Product A,28.6,4,114.4
S612,27/6/2019,Product A,51.66,2,103.32
S613,24/4/2021,Product B,78.48,9,706.32
S614,14/8/2020,Product D,53.14,1,53.14
S615,7/8/2021,Product A,13.2,9,118.8
S616,3/10/2021,Product B,98.55,9,886.95
S617,9/6/2020,Product C,63.41,2,126.82
S618,20/11/2021,Product D,58.53,6,351.18
S619,2/6/2022,Product C,80.47,1,80.47
S620,17/11/2020,Product A,78.03,3,234.09
S621,1/4/2019,Product D,86.13,8,689.04
S622,15/10/2020,Product B,20.79,8,166.32
S623,23/11/2020,Product B,32.79,7,229.53
S624,10/5/2019,Product C,68.55,9,616.95
S625,3/12/2021,Product D,79.8,1,79.8
S626,24/4/2022,Product A,34,5,170
S627,21/7/2020,Product A,44.19,9,397.71
S628,14/3/2020,Product B,70.86,10,708.6
S629,10/2/2020,Product D,17,4,68
S630,4/8/2020,Product B,45.06,9,405.54
S631,19/12/2021,Product C,88.5,1,88.5
S632,20/3/2022,Product C,49.41,2,98.82
S633,19/4/2020,Product D,35.43,4,141.72
S634,17/4/2022,Product D,46.33,5,231.65
S635,3/11/2019,Product D,54.99,9,494.91
S636,21/10/2022,Product A,45.92,3,137.76
S637,9/2/2020,Product A,64.86,6,389.16
S638,17/11/2022,Product A,34.29,10,342.9
S639,20/9/2021,Product C,72.8,8,582.4
S640,21/1/2022,Product A,12.33,3,36.99
S641,3/6/2021,Product B,82.13,3,246.39
S642,16/2/2021,Product B,75.89,10,758.9
S643,1/3/2021,Product C,11.52,8,92.16
S644,19/5/2019,Product B,66.01,5,330.05
S645,23/1/2020,Product C,64.26,7,449.82
S646,21/6/2019,Product B,82.75,2,165.5
S647,10/8/2020,Product D,10.34,7,72.38
S648,20/1/2021,Product D,86.41,2,172.82
S649,4/4/2022,Product B,43.85,1,43.85
S650,25/3/2020,Product A,94.23,1,94.23
S651,25/6/2020,Product B,55.36,7,387.52
S652,25/12/2021,Product C,68.44,3,205.32
S653,13/10/2020,Product D,84.04,1,84.04
S654,16/4/2022,Product C,26.03,7,182.21
S655,6/9/2019,Product B,10.8,6,64.8
S656,19/11/2022,Product D,37.67,9,339.03
S657,3/7/2020,Product C,83.75,4,335
S658,2/2/2021,Product C,59.48,5,297.4
S659,15/8/2021,Product D,70.89,4,283.56
S660,25/6/2022,Product D,26.24,7,183.68
S661,8/4/2020,Product D,91.27,9,821.43
S662,25/10/2020,Product A,88.97,5,444.85
S663,12/4/2022,Product A,79.27,7,554.89
S664,6/6/2019,Product A,60.09,3,180.27
S665,28/5/2019,Product B,27.18,4,108.72
S666,22/9/2020,Product C,55.05,1,55.05
S667,5/10/2019,Product D,82.82,8,662.56
S668,17/5/2019,Product C,28.65,8,229.2
S669,24/4/2020,Product A,98.15,3,294.45
S670,8/3/2022,Product B,42.51,3,127.53
S671,15/4/2020,Product C,62.52,1,62.52
S672,11/3/2022,Product C,71.73,8,573.84
S673,12/11/2020,Product D,83.39,9,750.51
S674,27/12/2020,Product C,54.12,5,270.6
S675,5/4/2019,Product B,60.56,7,423.92
S676,11/6/2021,Product C,51.93,9,467.37
S677,19/10/2020,Product A,75.85,6,455.1
S678,19/5/2019,Product B,59.19,6,355.14
S679,25/5/2022,Product A,75.7,1,75.7
S680,26/10/2021,Product A,66,5,330
S681,13/2/2019,Product C,92.83,10,928.3
S682,22/7/2022,Product B,71.58,10,715.8
S683,27/5/2022,Product C,64.77,3,194.31
S684,20/8/2019,Product A,65.95,2,131.9
S685,14/3/2021,Product A,59.14,10,591.4
S686,3/10/2019,Product D,56.37,10,563.7
S687,17/10/2022,Product D,61.96,7,433.72
S688,8/10/2021,Product D,40.83,6,244.98
S689,8/7/2020,Product A,63.65,6,381.9
S690,10/7/2020,Product D,86.43,4,345.72
S691,6/6/2022,Product D,77,5,385
S692,8/5/2021,Product D,99.09,1,99.09
S693,21/6/2022,Product D,84.22,10,842.2
S694,24/12/2020,Product D,94.08,9,846.72
S695,24/5/2020,Product C,88.09,8,704.72
S696,21/1/2022,Product A,45.28,2,90.56
S697,6/4/2021,Product D,51.33,4,205.32
S698,1/3/2019,Product B,76.03,10,760.3
S699,15/6/2022,Product D,75.88,10,758.8
S700,21/6/2021,Product B,38.89,8,311.12
S701,5/11/2022,Product B,71.92,5,359.6
S702,27/12/2020,Product B,12.64,7,88.48
S703,4/3/2021,Product B,20.68,4,82.72
S704,5/6/2020,Product A,54.99,2,109.98
S705,12/2/2022,Product C,78.55,2,157.1
S706,12/2/2020,Product B,93.42,3,280.26
S707,21/8/2021,Product D,64.19,1,64.19
S708,16/6/2019,Product A,81.1,6,486.6
S709,12/4/2020,Product B,74.58,8,596.64
S710,28/3/2022,Product C,52.65,8,421.2
S711,11/4/2022,Product D,52.36,6,314.16
S712,1/6/2019,Product B,86.32,1,86.32
S713,17/9/2019,Product B,43.83,2,87.66
S714,23/10/2020,Product D,56.52,3,169.56
S715,22/4/2019,Product C,20.13,5,100.65
S716,20/5/2022,Product C,37.57,2,75.14
S717,13/4/2019,Product D,49.96,10,499.6
S718,16/1/2021,Product B,35.16,8,281.28
S719,2/5/2019,Product A,95.46,9,859.14
S720,24/3/2019,Product A,66.03,1,66.03
S721,12/8/2021,Product A,68.31,8,546.48
S722,15/3/2021,Product B,53.31,8,426.48
S723,16/5/2019,Product B,25.4,6,152.4
S724,22/4/2022,Product B,42.5,3,127.5
S725,5/7/2020,Product C,33.96,5,169.8
S726,16/1/2021,Product A,61.15,6,366.9
S727,28/9/2019,Product B,59.92,7,419.44
S728,23/12/2019,Product D,54.17,1,54.17
S729,20/12/2019,Product C,19.5,7,136.5
S730,10/12/2019,Product B,45.63,1,45.63
S731,18/12/2022,Product A,87.38,6,524.28
S732,14/8/2019,Product A,19.57,2,39.14
S733,23/9/2019,Product C,80.46,1,80.46
S734,2/4/2021,Product D,90.23,7,631.61
S735,17/6/2020,Product D,36.64,9,329.76
S736,5/5/2020,Product A,10.92,2,21.84
S737,15/6/2021,Product C,14.58,8,116.64
S738,5/6/2022,Product B,61.99,6,371.94
S739,18/9/2021,Product C,19.57,1,19.57
S740,1/8/2021,Product B,11.51,6,69.06
S741,3/12/2022,Product B,42.33,2,84.66
S742,26/3/2019,Product A,47.76,8,382.08
S743,17/10/2021,Product C,93.39,5,466.95
S744,8/8/2020,Product C,29.14,9,262.26
S745,27/6/2021,Product A,89.03,7,623.21
S746,6/5/2022,Product D,43.89,9,395.01
S747,2/4/2022,Product C,54.17,10,541.7
S748,10/2/2019,Product A,62.22,1,62.22
S749,17/12/2019,Product D,98.38,7,688.66
S750,7/10/2022,Product A,60.15,5,300.75
S751,16/12/2020,Product D,96.67,1,96.67
S752,3/2/2021,Product D,18.18,10,181.8
S753,4/2/2019,Product B,15.67,1,15.67
S754,25/9/2019,Product B,73.4,4,293.6
S755,7/8/2019,Product A,50.39,2,100.78
S756,27/7/2019,Product B,10.07,1,10.07
S757,4/3/2022,Product B,43.42,5,217.1
S758,11/10/2021,Product C,77.02,1,77.02
S759,16/2/2022,Product D,86.83,4,347.32
S760,13/6/2021,Product A,83.15,4,332.6
S761,5/10/2022,Product A,31.82,10,318.2
S762,5/9/2020,Product A,21.66,7,151.62
S763,26/12/2022,Product C,79.45,5,397.25
S764,12/3/2022,Product D,80.39,7,562.73
S765,21/5/2019,Product A,75.78,7,530.46
S766,1/4/2019,Product C,63.65,2,127.3
S767,24/12/2021,Product A,68.99,2,137.98
S768,21/3/2020,Product C,65.88,4,263.52
S769,25/7/2019,Product A,79.79,3,239.37
S770,24/11/2022,Product A,35.8,6,214.8
S771,2/3/2022,Product C,78.21,3,234.63
S772,11/7/2020,Product B,66.31,7,464.17
S773,25/11/2022,Product B,49.06,1,49.06
S774,21/2/2022,Product A,93.74,8,749.92
S775,2/1/2022,Product D,35.2,7,246.4
S776,13/10/2019,Product A,70.05,10,700.5
S777,12/1/2020,Product B,95.02,2,190.04
S778,2/1/2020,Product C,40.96,9,368.64
S779,24/8/2020,Product B,83.4,9,750.6
S780,10/7/2021,Product A,99.45,3,298.35
S781,4/1/2021,Product D,77.94,4,311.76
S782,20/2/2021,Product D,28.24,8,225.92
S783,25/7/2022,Product A,70.41,1,70.41
S784,10/9/2021,Product D,91.38,5,456.9
S785,16/8/2019,Product A,81.81,7,572.67
S786,28/7/2022,Product D,21.95,5,109.75
S787,6/7/2020,Product D,21.59,8,172.72
S788,12/11/2020,Product D,97.48,4,389.92
S789,15/5/2021,Product A,69.69,7,487.83
S790,22/5/2021,Product A,33.01,7,231.07
S791,24/7/2021,Product A,43.86,1,43.86
S792,22/10/2022,Product B,22.69,3,68.07
S793,22/9/2019,Product D,97.96,6,587.76
S794,20/1/2020,Product C,71.58,3,214.74
S795,19/4/2022,Product A,59.78,3,179.34
S796,18/4/2022,Product C,26.02,6,156.12
S797,27/9/2022,Product C,97.93,5,489.65
S798,22/12/2020,Product B,41.8,2,83.6
S799,10/6/2022,Product A,14.28,2,28.56
S800,20/10/2021,Product A,77.05,7,539.35
S801,18/12/2019,Product D,41.6,4,166.4
S802,6/5/2021,Product B,39.64,3,118.92
S803,3/8/2022,Product B,23.59,1,23.59
S804,22/3/2021,Product D,17.63,4,70.52
S805,9/10/2022,Product C,61.05,4,244.2
S806,28/9/2019,Product B,21.06,3,63.18
S807,21/7/2022,Product D,18.84,3,56.52
S808,20/4/2019,Product B,36.39,5,181.95
S809,14/5/2022,Product C,47.95,1,47.95
S810,16/1/2022,Product D,72.74,4,290.96
S811,22/9/2021,Product A,19.05,3,57.15
S812,9/7/2021,Product C,73.83,3,221.49
S813,15/8/2019,Product A,53.87,5,269.35
S814,2/5/2019,Product C,75.25,7,526.75
S815,13/10/2021,Product C,21.26,7,148.82
S816,18/6/2022,Product B,19.29,3,57.87
S817,3/5/2020,Product B,14.19,8,113.52
S818,1/7/2019,Product C,58.42,10,584.2
S819,20/9/2020,Product B,42.69,8,341.52
S820,6/10/2021,Product B,72.96,7,510.72
S821,14/2/2021,Product D,51.19,9,460.71
S822,19/9/2022,Product B,98.22,9,883.98
S823,9/10/2022,Product C,99.27,8,794.16
S824,8/3/2022,Product C,75.56,8,604.48
S825,13/12/2019,Product B,86.12,7,602.84
S826,28/5/2019,Product D,89.23,8,713.84
S827,20/5/2019,Product D,83.72,10,837.2
S828,13/2/2019,Product C,35.62,5,178.1
S829,14/5/2021,Product D,65.69,7,459.83
S830,11/4/2021,Product D,32.99,6,197.94
S831,18/6/2020,Product C,87.86,2,175.72
S832,18/9/2020,Product B,15.86,5,79.3
S833,1/10/2021,Product B,55.13,1,55.13
S834,3/10/2022,Product A,13.47,1,13.47
S835,8/3/2022,Product D,14.27,6,85.62
S836,12/12/2019,Product B,39.24,6,235.44
S837,14/5/2019,Product A,70.81,5,354.05
S838,28/8/2019,Product C,92.36,2,184.72
S839,20/3/2020,Product A,78.31,10,783.1
S840,6/10/2022,Product B,86.25,2,172.5
S841,7/12/2021,Product B,94.05,4,376.2
S842,24/10/2019,Product D,75.8,1,75.8
S843,13/7/2022,Product D,48.14,8,385.12
S844,7/11/2021,Product C,20.09,8,160.72
S845,24/6/2021,Product C,10.5,10,105
S846,12/9/2021,Product D,55.94,4,223.76
S847,21/4/2021,Product B,39.47,1,39.47
S848,24/6/2022,Product B,98.83,10,988.3
S849,5/12/2020,Product A,37.7,4,150.8
S850,21/12/2021,Product A,97.2,3,291.6
S851,23/6/2022,Product C,49.72,5,248.6
S852,27/3/2020,Product D,16.53,4,66.12
S853,6/9/2021,Product A,28.57,6,171.42
S854,23/3/2022,Product A,71.3,3,213.9
S855,17/8/2021,Product A,91.47,3,274.41
S856,21/7/2022,Product B,45.94,7,321.58
S857,9/5/2020,Product C,67.12,5,335.6
S858,14/7/2022,Product A,13.23,5,66.15
S859,25/12/2020,Product D,64.96,9,584.64
S860,16/9/2019,Product B,44.13,5,220.65
S861,10/9/2020,Product A,50.36,9,453.24
S862,11/7/2021,Product D,38.59,4,154.36
S863,16/5/2020,Product C,28.03,9,252.27
S864,1/1/2019,Product C,81.72,9,735.48
S865,10/2/2020,Product B,92.34,9,831.06
S866,10/10/2021,Product C,39.2,9,352.8
S867,2/7/2021,Product A,61.22,1,61.22
S868,24/1/2019,Product D,31.14,9,280.26
S869,11/1/2022,Product C,30.26,2,60.52
S870,27/2/2021,Product A,14.16,9,127.44
S871,10/9/2021,Product A,66.55,9,598.95
S872,8/3/2022,Product B,92.63,4,370.52
S873,12/11/2019,Product A,65.86,8,526.88
S874,8/6/2021,Product A,80.49,2,160.98
S875,28/8/2019,Product C,71.4,1,71.4
S876,15/7/2022,Product D,10.97,7,76.79
S877,28/1/2022,Product D,12.09,1,12.09
S878,14/8/2020,Product B,89.07,4,356.28
S879,26/11/2020,Product C,92.15,5,460.75
S880,27/5/2020,Product C,60.25,8,482
S881,8/9/2022,Product C,46.68,7,326.76
S882,10/4/2021,Product A,49.37,10,493.7
S883,9/2/2020,Product D,28.12,8,224.96
S884,21/7/2020,Product A,56.78,3,170.34
S885,15/7/2020,Product A,79,8,632
S886,9/9/2019,Product D,49.33,4,197.32
S887,7/4/2022,Product A,53.06,3,159.18
S888,23/12/2019,Product A,86.24,5,431.2
S889,8/9/2022,Product A,82.72,1,82.72
S890,13/7/2020,Product C,51.43,2,102.86
S891,16/4/2019,Product C,94.78,3,284.34
S892,17/4/2020,Product A,53.73,8,429.84
S893,25/9/2021,Product B,94.62,3,283.86
S894,13/2/2021,Product A,48.93,7,342.51
S895,2/6/2022,Product A,87.1,3,261.3
S896,20/7/2022,Product D,51.63,5,258.15
S897,8/5/2020,Product C,96.31,6,577.86
S898,18/6/2022,Product A,31.54,8,252.32
S899,9/3/2019,Product A,74.9,4,299.6
S900,21/11/2021,Product A,28.16,5,140.8
S901,11/5/2019,Product D,16.1,1,16.1
S902,26/10/2019,Product B,15.13,5,75.65
S903,13/7/2022,Product C,13.97,3,41.91
S904,8/4/2019,Product D,23.38,7,163.66
S905,14/12/2020,Product B,82.1,5,410.5
S906,23/12/2020,Product D,51.68,3,155.04
S907,23/3/2021,Product D,96.3,10,963
S908,19/4/2022,Product B,15.93,1,15.93
S909,5/4/2021,Product A,92.76,3,278.28
S910,24/8/2021,Product C,98.97,8,791.76
S911,21/2/2019,Product A,13.5,7,94.5
S912,3/4/2022,Product C,71.04,5,355.2
S913,11/1/2022,Product C,27.24,8,217.92
S914,9/5/2022,Product A,65.35,8,522.8
S915,8/7/2021,Product A,15.78,1,15.78
S916,16/6/2022,Product C,35.55,5,177.75
S917,7/4/2020,Product B,60.89,5,304.45
S918,6/1/2022,Product A,21.16,2,42.32
S919,3/1/2019,Product C,66.4,9,597.6
S920,5/7/2020,Product B,60.7,5,303.5
S921,27/5/2020,Product A,43.94,6,263.64
S922,25/7/2019,Product D,98.66,7,690.62
S923,21/4/2021,Product A,88.74,4,354.96
S924,4/12/2021,Product A,38.79,6,232.74
S925,20/9/2019,Product A,43.8,2,87.6
S926,9/11/2021,Product C,17.86,3,53.58
S927,6/12/2022,Product D,71.39,9,642.51
S928,22/11/2020,Product A,36,7,252
S929,19/11/2022,Product D,24.88,3,74.64
S930,28/10/2021,Product C,89.62,8,716.96
S931,18/11/2020,Product A,47.71,6,286.26
S932,11/4/2022,Product C,57.34,6,344.04
S933,28/2/2021,Product B,60.14,10,601.4
S934,7/1/2021,Product D,46.52,9,418.68
S935,2/4/2021,Product A,81.98,2,163.96
S936,7/5/2019,Product D,60.97,10,609.7
S937,9/8/2019,Product B,58.53,2,117.06
S938,25/10/2022,Product B,89.55,2,179.1
S939,20/4/2022,Product D,79.68,7,557.76
S940,15/12/2021,Product D,68.36,1,68.36
S941,23/6/2021,Product A,16.84,8,134.72
S942,9/5/2020,Product B,72.56,5,362.8
S943,12/4/2019,Product A,53.96,8,431.68
S944,15/9/2019,Product C,44.53,7,311.71
S945,28/9/2019,Product B,18.26,1,18.26
S946,22/3/2020,Product B,84.02,3,252.06
S947,18/6/2019,Product D,39.94,10,399.4
S948,28/7/2022,Product C,37.65,9,338.85
S949,21/1/2021,Product C,80.47,7,563.29
S950,5/3/2021,Product D,21.99,6,131.94
S951,15/2/2019,Product A,96.66,7,676.62
S952,11/9/2019,Product B,67.11,7,469.77
S953,12/11/2019,Product B,86.1,9,774.9
S954,15/1/2020,Product D,95.33,10,953.3
S955,2/6/2021,Product A,89.48,3,268.44
S956,26/4/2019,Product D,26.51,2,53.02
S957,13/11/2022,Product C,14.93,10,149.3
S958,4/10/2021,Product B,82.63,10,826.3
S959,1/5/2022,Product C,82.59,5,412.95
S960,4/11/2019,Product D,63.07,9,567.63
S961,25/9/2022,Product B,29.71,3,89.13
S962,24/2/2020,Product B,26.15,7,183.05
S963,9/3/2020,Product C,68.08,2,136.16
S964,21/11/2021,Product C,26.3,9,236.7
S965,7/5/2021,Product C,28.95,1,28.95
S966,5/10/2019,Product A,33.39,8,267.12
S967,14/10/2019,Product B,48.36,5,241.8
S968,15/5/2019,Product A,63.6,2,127.2
S969,6/9/2021,Product A,63.78,8,510.24
S970,25/9/2022,Product C,19.13,9,172.17
S971,1/7/2019,Product D,86.16,9,775.44
S972,4/12/2019,Product C,43.29,7,303.03
S973,27/7/2020,Product D,22.03,7,154.21
S974,26/4/2021,Product D,53.52,6,321.12
S975,13/2/2021,Product B,98.24,10,982.4
S976,23/8/2021,Product C,86.39,10,863.9
S977,16/8/2022,Product D,99.52,9,895.68
S978,27/1/2021,Product B,25.91,3,77.73
S979,8/3/2021,Product C,95.05,6,570.3
S980,27/10/2020,Product A,44.79,7,313.53
S981,22/10/2021,Product C,32.71,9,294.39
S982,15/4/2019,Product D,24.05,3,72.15
S983,14/12/2019,Product D,87.44,3,262.32
S984,17/3/2019,Product D,55.33,8,442.64
S985,21/12/2022,Product A,29.34,2,58.68
S986,9/6/2021,Product A,17.54,8,140.32
S987,27/4/2019,Product A,25.52,10,255.2
S988,26/6/2022,Product A,24.71,2,49.42
S989,21/7/2020,Product A,25.5,2,51
S990,17/2/2020,Product A,12.71,5,63.55
S991,8/11/2020,Product B,66.64,6,399.84
S992,2/6/2019,Product B,71.99,10,719.9
S993,17/6/2020,Product D,51.86,5,259.3
S994,18/10/2019,Product D,76.98,8,615.84
S995,2/7/2020,Product A,95.68,9,861.12
S996,3/11/2019,Product B,33.02,5,165.1
S997,4/1/2022,Product B,67.95,10,679.5
S998,12/12/2021,Product D,67.96,9,611.64
S999,3/8/2020,Product A,48.3,8,386.4
S1000,22/3/2020,Product B,21.07,5,105.35
